ID,DIFF
1,0.2222222222222222
2,0.6666666666666666
3,0.7777777777777778
4,0.6666666666666666
5,0.7777777777777778
6,0.8518518518518519
7,0.4074074074074074
8,0.037037037037037035
9,0.7407407407407407
10,0.25925925925925924
11,0.9259259259259259
12,0.4074074074074074
13,0.7037037037037037
14,0.7777777777777778
15,0.7407407407407407
16,0.8888888888888888
17,0.1111111111111111
18,0.9259259259259259
19,0.1111111111111111
20,0.07407407407407407
21,0.8148148148148148
22,0.1111111111111111
23,0.4074074074074074
24,0.8888888888888888
25,0.7407407407407407
26,0.3333333333333333
27,0.5925925925925926
28,0.07407407407407407
29,0.8888888888888888
30,0.6666666666666666
31,0.2962962962962963
32,0.6666666666666666
33,0.7777777777777778
34,0.6296296296296297
35,0.2962962962962963
36,0.0
37,0.48148148148148145
38,0.037037037037037035
39,0.37037037037037035
40,0.037037037037037035
41,0.37037037037037035
42,0.5925925925925926
43,0.8518518518518519
44,0.4074074074074074
45,0.8148148148148148
46,0.1111111111111111
47,0.8518518518518519
48,0.5185185185185185
49,0.8518518518518519
50,0.8518518518518519
51,0.18518518518518517
52,0.8148148148148148
53,0.37037037037037035
54,0.6666666666666666
55,0.48148148148148145
56,0.37037037037037035
57,0.4444444444444444
58,0.1111111111111111
59,0.07407407407407407
60,0.2222222222222222
61,0.4074074074074074
62,0.8888888888888888
63,0.7407407407407407
64,0.2222222222222222
65,0.1111111111111111
66,0.8518518518518519
67,0.18518518518518517
68,0.48148148148148145
69,0.6296296296296297
70,0.5555555555555556
71,0.8148148148148148
72,0.4444444444444444
73,0.18518518518518517
74,0.7407407407407407
75,0.6666666666666666
76,0.6666666666666666
77,0.8888888888888888
78,0.5185185185185185
79,0.7777777777777778
80,0.5555555555555556
81,0.7407407407407407
82,0.48148148148148145
83,0.14814814814814814
84,0.2962962962962963
85,0.8148148148148148
86,0.4444444444444444
87,0.5555555555555556
88,0.3333333333333333
89,0.37037037037037035
90,0.25925925925925924
91,0.7037037037037037
92,0.9259259259259259
93,0.8148148148148148
94,0.4074074074074074
95,0.8888888888888888
96,0.5925925925925926
97,0.9629629629629629
98,0.2962962962962963
99,0.8148148148148148
100,0.6296296296296297
101,0.6666666666666666
102,0.6666666666666666
103,0.48148148148148145
104,0.0
105,0.8518518518518519
106,0.7037037037037037
107,0.7037037037037037
108,0.2962962962962963
109,0.6666666666666666
110,0.8888888888888888
111,0.4444444444444444
112,0.6666666666666666
113,0.7407407407407407
114,0.4444444444444444
115,0.9259259259259259
116,0.5555555555555556
117,0.2222222222222222
118,0.18518518518518517
119,0.5555555555555556
120,0.7777777777777778
